country,year,gdp_total_yearly_growth,human_development_index,unempolyment_rate_percent,population_total
Cote d'Ivoire,1991,0.0566,0.39299999999999996,,12400000
Cote d'Ivoire,1992,-0.623,0.39299999999999996,,12800000
Cote d'Ivoire,1993,-0.39899999999999997,0.39299999999999996,,13300000
Cote d'Ivoire,1994,2.14,0.395,,13700000
Cote d'Ivoire,1995,7.05,0.397,,14200000
Cote d'Ivoire,1996,6.75,0.401,,14700000
Cote d'Ivoire,1997,5.68,0.40299999999999997,,15100000
Cote d'Ivoire,1998,5.13,0.40299999999999997,,15600000
Cote d'Ivoire,1999,1.94,0.408,,16000000
Cote d'Ivoire,2000,-2.67,0.40700000000000003,,16500000
Cote d'Ivoire,2001,0.11599999999999999,0.408,,16900000
Cote d'Ivoire,2002,-1.67,0.409,,17200000
Cote d'Ivoire,2003,-1.36,0.41100000000000003,,17600000
Cote d'Ivoire,2004,1.23,0.41700000000000004,,18000000
Cote d'Ivoire,2005,1.72,0.425,,18400000
Cote d'Ivoire,2006,0.698,0.43,,18800000
Cote d'Ivoire,2007,1.61,0.435,,19200000
Cote d'Ivoire,2008,2.32,0.441,,19600000
Cote d'Ivoire,2009,3.8,0.44799999999999995,,20100000
Cote d'Ivoire,2010,3.0,0.45399999999999996,,20500000
Cote d'Ivoire,2011,-4.73,0.457,,21000000
Cote d'Ivoire,2012,8.9,0.467,,21500000
Cote d'Ivoire,2013,7.29,0.475,,22100000
Croatia,1990,-7.25,0.67,,4780000
Croatia,1991,-21.1,0.665,,4760000
Croatia,1992,-11.7,0.665,,4730000
Croatia,1993,-8.05,0.667,,4700000
Croatia,1994,5.88,0.6809999999999999,,4660000
Croatia,1995,6.86,0.696,,4620000
Croatia,1996,5.97,0.708,,4570000
Croatia,1997,6.89,0.72,,4530000
Croatia,1998,2.59,0.731,,4490000
Croatia,1999,-0.892,0.74,,4460000
Croatia,2000,2.66,0.7490000000000001,,4430000
Croatia,2001,4.05,0.7609999999999999,,4410000
Croatia,2002,4.67,0.767,0.0468,4400000
Croatia,2003,3.67,0.773,0.0419,4390000
Croatia,2004,3.23,0.779,0.0404,4380000
Croatia,2005,5.75,0.785,0.0376,4380000
Croatia,2006,4.79,0.794,0.0334,4370000
Croatia,2007,4.97,0.8009999999999999,0.0322,4360000
Croatia,2008,1.95,0.805,0.027999999999999997,4350000
Croatia,2009,-7.0,0.804,0.0297,4340000
Croatia,2010,-2.2,0.8109999999999999,0.0383,4330000
Croatia,2011,0.139,0.8170000000000001,0.046,4310000
Croatia,2012,-2.05,0.82,0.0535,4300000
Croatia,2013,-1.2,0.825,0.0586,4280000
Cuba,1990,-0.21899999999999997,0.6759999999999999,,10600000
Cuba,1991,-11.7,0.67,,10700000
Cuba,1992,-13.9,0.6629999999999999,,10700000
Cuba,1993,-16.0,0.6559999999999999,,10800000
Cuba,1994,2.0,0.652,,10800000
Cuba,1995,3.41,0.654,,10900000
Cuba,1996,8.72,0.665,,10900000
Cuba,1997,3.33,0.669,,11000000
Cuba,1998,1.23,0.672,,11000000
Cuba,1999,6.64,0.679,,11100000
Cuba,2000,5.35,0.6859999999999999,,11100000
Cuba,2001,2.86,0.6920000000000001,,11200000
Cuba,2002,1.45,0.693,,11200000
Cuba,2003,2.81,0.7040000000000001,,11200000
Cuba,2004,6.07,0.718,,11300000
Cuba,2005,7.88,0.73,,11300000
Cuba,2006,12.1,0.752,,11300000
Cuba,2007,7.26,0.768,,11300000
Cuba,2008,4.12,0.778,,11200000
Cuba,2009,1.45,0.78,0.00252,11200000
Cuba,2010,2.39,0.7759999999999999,0.0040100000000000005,11200000
Cuba,2011,2.71,0.775,,11200000
Cuba,2012,3.06,0.764,,11300000
Cuba,2013,,0.762,,11300000
Cyprus,1990,7.38,0.731,,767000
Cyprus,1991,0.198,0.733,,783000
Cyprus,1992,8.93,0.738,,801000
Cyprus,1993,0.47700000000000004,0.775,,819000
Cyprus,1994,5.94,0.779,,837000
Cyprus,1995,10.3,0.7829999999999999,,855000
Cyprus,1996,2.33,0.7859999999999999,,873000
Cyprus,1997,2.91,0.789,,891000
Cyprus,1998,5.75,0.797,,909000
Cyprus,1999,5.69,0.797,,926000
Cyprus,2000,5.95,0.799,0.00892,943000
Cyprus,2001,4.82,0.805,0.0063,960000
Cyprus,2002,2.84,0.8140000000000001,0.00506,977000
Cyprus,2003,2.22,0.8220000000000001,0.006409999999999999,994000
Cyprus,2004,3.67,0.826,0.00733,1010000
Cyprus,2005,2.75,0.83,0.00825,1030000
Cyprus,2006,3.77,0.836,0.00632,1050000
Cyprus,2007,4.03,0.8440000000000001,0.0053,1060000
Cyprus,2008,2.25,0.852,0.00404,1080000
Cyprus,2009,-3.32,0.8540000000000001,0.00592,1100000
Cyprus,2010,0.00511,0.85,0.0101,1110000
Cyprus,2011,-0.91,0.853,0.0129,1120000
Cyprus,2012,-2.42,0.852,0.024,1140000
Cyprus,2013,-6.02,0.8540000000000001,0.0361,1140000
Czech Republic,1990,-2.89,0.73,,10300000
Czech Republic,1991,-11.6,0.726,,10300000
Czech Republic,1992,-0.49,0.728,,10400000
Czech Republic,1993,0.0883,0.735,0.007209999999999999,10400000
Czech Republic,1994,2.24,0.7440000000000001,0.00809,10400000
Czech Republic,1995,5.96,0.753,0.00955,10400000
Czech Republic,1996,4.06,0.767,0.00919,10400000
Czech Republic,1997,-0.685,0.774,0.0115,10300000
Czech Republic,1998,-0.721,0.775,0.0166,10300000
Czech Republic,1999,1.36,0.784,0.0266,10300000
Czech Republic,2000,3.64,0.7959999999999999,0.0308,10300000
Czech Republic,2001,2.4,0.8059999999999999,0.0283,10300000
Czech Republic,2002,1.81,0.813,0.0252,10300000
Czech Republic,2003,3.54,0.8220000000000001,0.026000000000000002,10200000
Czech Republic,2004,4.54,0.825,0.0287,10200000
Czech Republic,2005,6.6,0.835,0.0287,10300000
Czech Republic,2006,7.1,0.843,0.0267,10300000
Czech Republic,2007,5.93,0.85,0.0188,10400000
Czech Republic,2008,2.8,0.8540000000000001,0.015,10400000
Czech Republic,2009,-4.73,0.857,0.0178,10500000
Czech Republic,2010,2.63,0.862,0.0236,10500000
Czech Republic,2011,2.07,0.865,0.0205,10600000
Czech Republic,2012,-0.903,0.865,0.0218,10600000
Czech Republic,2013,-0.747,0.8740000000000001,0.0223,10600000
Denmark,1990,1.4,0.799,,5140000
Denmark,1991,1.45,0.804,,5150000
Denmark,1992,2.11,0.809,0.0251,5170000
Denmark,1993,0.0877,0.815,0.0268,5190000
Denmark,1994,5.74,0.8240000000000001,0.023,5210000
Denmark,1995,3.09,0.831,0.0174,5230000
Denmark,1996,2.82,0.8370000000000001,0.0163,5250000
Denmark,1997,3.35,0.843,0.0131,5280000
Denmark,1998,2.35,0.8490000000000001,0.011000000000000001,5300000
Denmark,1999,2.76,0.861,0.0105,5320000
Denmark,2000,3.74,0.863,0.009059999999999999,5340000
Denmark,2001,0.8109999999999999,0.8759999999999999,0.00842,5360000
Denmark,2002,0.504,0.883,0.007509999999999999,5370000
Denmark,2003,0.419,0.894,0.0116,5390000
Denmark,2004,2.18,0.898,0.0125,5400000
Denmark,2005,3.21,0.903,0.0103,5420000
Denmark,2006,3.53,0.905,0.00716,5440000
Denmark,2007,1.71,0.904,0.00585,5470000
Denmark,2008,-0.795,0.909,0.00404,5500000
Denmark,2009,-5.81,0.9059999999999999,0.00822,5530000
Denmark,2010,1.61,0.91,0.0152,5550000
Denmark,2011,1.04,0.922,0.0167,5580000
Denmark,2012,-0.355,0.924,0.0174,5610000
Denmark,2013,0.5660000000000001,0.9259999999999999,0.015,5640000
Dominican Republic,1990,-4.73,0.593,,7130000
Dominican Republic,1991,0.857,0.597,,7270000
Dominican Republic,1992,6.52,0.606,,7410000
Dominican Republic,1993,2.22,0.613,,7550000
Dominican Republic,1994,4.53,0.618,,7680000
Dominican Republic,1995,4.64,0.624,,7820000
Dominican Republic,1996,7.25,0.63,,7950000
Dominican Republic,1997,8.33,0.637,,8080000
Dominican Republic,1998,7.3,0.643,,8210000
Dominican Republic,1999,7.99,0.648,,8340000
Dominican Republic,2000,8.97,0.653,,8470000
Dominican Republic,2001,3.62,0.657,,8600000
Dominican Republic,2002,4.42,0.662,,8720000
Dominican Republic,2003,2.79,0.6629999999999999,,8850000
Dominican Republic,2004,6.28,0.6659999999999999,,8970000
Dominican Republic,2005,8.48,0.675,,9100000
Dominican Republic,2006,10.3,0.682,,9220000
Dominican Republic,2007,8.07,0.6890000000000001,,9340000
Dominican Republic,2008,4.83,0.6920000000000001,,9460000
Dominican Republic,2009,3.01,0.6940000000000001,,9580000
Dominican Republic,2010,7.25,0.701,,9700000
Dominican Republic,2011,3.96,0.7040000000000001,,9810000
Dominican Republic,2012,3.35,0.708,,9930000
Dominican Republic,2013,3.52,0.7120000000000001,,10000000
Ecuador,1990,2.57,0.642,,10200000
Ecuador,1991,5.26,0.645,,10500000
Ecuador,1992,3.1,0.649,,10700000
Ecuador,1993,2.17,0.653,,11000000
Ecuador,1994,4.33,0.657,,11200000
Ecuador,1995,2.83,0.6609999999999999,,11500000
Ecuador,1996,1.69,0.6629999999999999,,11700000
Ecuador,1997,3.0,0.667,,12000000
Ecuador,1998,0.0661,0.67,,12200000
Ecuador,1999,-7.42,0.667,,12400000
Ecuador,2000,-14.4,0.669,0.0125,12700000
Ecuador,2001,5.22,0.674,0.007670000000000001,12900000
Ecuador,2002,1.03,0.679,,13100000
Ecuador,2003,4.16,0.682,0.00942,13400000
Ecuador,2004,8.58,0.687,0.0065,13600000
Ecuador,2005,5.22,0.6920000000000001,0.00466,13800000
Ecuador,2006,4.51,0.695,0.00468,14100000
Ecuador,2007,2.24,0.706,0.00337,14300000
Ecuador,2008,6.36,0.711,0.0029,14500000
Ecuador,2009,0.997,0.7120000000000001,0.00404,14800000
Ecuador,2010,3.19,0.716,0.00359,15000000
Ecuador,2011,7.87,0.742,0.00285,15200000
Ecuador,2012,4.81,0.74,0.00242,15500000
Ecuador,2013,3.92,0.7509999999999999,0.00232,15700000
Egypt,1990,1.91,0.546,,56100000
Egypt,1991,-3.76,0.551,,57400000
Egypt,1992,2.94,0.557,,58700000
Egypt,1993,1.18,0.563,,59900000
Egypt,1994,3.5,0.569,,61100000
Egypt,1995,4.16,0.5760000000000001,,62300000
Egypt,1996,4.49,0.584,,63600000
Egypt,1997,4.98,0.591,,64900000
Egypt,1998,5.23,0.5920000000000001,,66200000
Egypt,1999,5.68,0.605,,67500000
Egypt,2000,5.12,0.611,,68800000
Egypt,2001,3.33,0.616,,70200000
Egypt,2002,3.1,0.621,,71500000
Egypt,2003,3.17,0.623,,72800000
Egypt,2004,4.11,0.629,,74200000
Egypt,2005,4.54,0.635,,75500000
Egypt,2006,6.83,0.643,,76900000
Egypt,2007,5.63,0.6509999999999999,,78200000
Egypt,2008,6.76,0.659,0.0236,79600000
Egypt,2009,4.18,0.66,0.0259,81100000
Egypt,2010,4.55,0.6659999999999999,0.0254,82800000
Egypt,2011,1.36,0.669,0.0288,84500000
Egypt,2012,1.33,0.6759999999999999,0.0363,86400000
Egypt,2013,1.79,0.6809999999999999,0.0382,88400000
Estonia,1990,-2.79,0.73,0.0018100000000000002,1570000
Estonia,1991,-10.3,0.725,0.0038299999999999996,1550000
Estonia,1992,-13.8,0.716,0.009309999999999999,1520000
Estonia,1993,-8.07,0.7090000000000001,0.0207,1490000
Estonia,1994,-2.02,0.713,0.0253,1460000
Estonia,1995,4.12,0.7240000000000001,0.0311,1430000
Estonia,1996,4.33,0.7340000000000001,0.0356,1420000
Estonia,1997,10.3,0.747,0.0294,1410000
Estonia,1998,5.16,0.759,0.0279,1410000
Estonia,1999,-0.0508,0.7659999999999999,0.0329,1400000
Estonia,2000,7.85,0.78,0.0384,1400000
Estonia,2001,6.55,0.79,0.0453,1390000
Estonia,2002,7.49,0.799,0.0352,1380000
Estonia,2003,5.47,0.8059999999999999,0.0313,1370000
Estonia,2004,8.75,0.8140000000000001,0.0342,1360000
Estonia,2005,10.7,0.825,0.0257,1360000
Estonia,2006,10.2,0.8320000000000001,0.0187,1350000
Estonia,2007,7.58,0.8390000000000001,0.0138,1340000
Estonia,2008,-4.1,0.841,0.0133,1340000
Estonia,2009,-14.1,0.838,0.0337,1340000
Estonia,2010,3.31,0.8440000000000001,0.0572,1330000
Estonia,2011,8.23,0.853,0.0445,1330000
Estonia,2012,7.55,0.8590000000000001,0.035,1320000
Estonia,2013,1.39,0.863,0.0261,1320000
Eswatini,1990,1.69,0.545,,822000
Eswatini,1991,0.732,0.546,,845000
Eswatini,1992,-0.284,0.5429999999999999,,867000
Eswatini,1993,2.24,0.5379999999999999,,888000
Eswatini,1994,4.8,0.531,,908000
Eswatini,1995,5.12,0.526,,927000
Eswatini,1996,3.52,0.519,,946000
Eswatini,1997,3.75,0.507,,963000
Eswatini,1998,3.32,0.493,,980000
Eswatini,1999,3.69,0.483,,994000
Eswatini,2000,2.3,0.46799999999999997,,1010000
Eswatini,2001,1.69,0.457,,1010000
Eswatini,2002,2.75,0.445,,1020000
Eswatini,2003,2.47,0.44,,1020000
Eswatini,2004,2.52,0.44799999999999995,,1030000
Eswatini,2005,3.16,0.45899999999999996,,1030000
Eswatini,2006,2.9,0.47200000000000003,,1040000
Eswatini,2007,14.2,0.48200000000000004,,1040000
Eswatini,2008,3.5,0.491,,1050000
Eswatini,2009,1.64,0.501,,1060000
Eswatini,2010,2.28,0.513,,1060000
Eswatini,2011,0.525,0.528,,1070000
Eswatini,2012,2.08,0.542,,1080000
Eswatini,2013,2.96,0.5579999999999999,,1090000
Ethiopia,1990,2.61,,,47900000
Ethiopia,1991,-7.22,,,49600000
Ethiopia,1992,-8.78,,,51400000
Ethiopia,1993,13.0,,,53300000
Ethiopia,1994,3.06,,,55200000
Ethiopia,1995,6.01,,,57000000
Ethiopia,1996,12.3,,,58900000
Ethiopia,1997,3.03,,,60700000
Ethiopia,1998,-3.57,,,62500000
Ethiopia,1999,4.99,,0.007790000000000001,64300000
Ethiopia,2000,5.83,0.28300000000000003,,66200000
Ethiopia,2001,7.99,0.298,,68200000
Ethiopia,2002,1.17,0.306,,70100000
Ethiopia,2003,-2.54,0.31,,72200000
Ethiopia,2004,13.1,0.325,,74200000
Ethiopia,2005,11.3,0.34600000000000003,0.00561,76300000
Ethiopia,2006,10.3,0.36200000000000004,,78500000
Ethiopia,2007,10.9,0.377,,80700000
Ethiopia,2008,10.3,0.39399999999999996,,82900000
Ethiopia,2009,8.28,0.402,,85200000
Ethiopia,2010,12.0,0.41200000000000003,,87600000
Ethiopia,2011,10.8,0.423,,90100000
Ethiopia,2012,8.26,0.429,,92700000
Ethiopia,2013,9.41,0.439,0.00589,95400000
Fiji,1990,2.52,0.64,,729000
Fiji,1991,2.92,0.645,,735000
Fiji,1992,3.22,0.6509999999999999,,744000
Fiji,1993,2.66,0.655,,755000
Fiji,1994,5.18,0.66,,766000
Fiji,1995,2.59,0.6659999999999999,,775000
Fiji,1996,4.93,0.6679999999999999,,784000
Fiji,1997,-2.06,0.667,,793000
Fiji,1998,1.42,0.667,,800000
Fiji,1999,8.81,0.672,,806000
Fiji,2000,-1.84,0.675,,811000
Fiji,2001,1.67,0.675,,814000
Fiji,2002,2.72,0.6779999999999999,,815000
Fiji,2003,0.489,0.679,,816000
Fiji,2004,4.87,0.685,,818000
Fiji,2005,0.494,0.687,0.009040000000000001,822000
Fiji,2006,1.64,0.687,,828000
Fiji,2007,-0.841,0.691,,836000
Fiji,2008,1.22,0.691,,845000
Fiji,2009,-1.07,0.6940000000000001,,854000
Fiji,2010,0.371,0.6940000000000001,,860000
Fiji,2011,2.28,0.698,0.0122,863000
Fiji,2012,2.05,0.7020000000000001,,865000
Fiji,2013,3.35,0.7070000000000001,,866000
Finland,1990,-0.0891,0.784,,5000000
Finland,1991,-6.47,0.787,0.0155,5020000
Finland,1992,-3.84,0.795,,5040000
Finland,1993,-1.19,0.799,0.0485,5070000
Finland,1994,4.01,0.809,,5100000
Finland,1995,3.5,0.816,0.0383,5120000
Finland,1996,3.83,0.823,0.0375,5140000
Finland,1997,6.19,0.8320000000000001,0.0342,5150000
Finland,1998,5.64,0.84,0.0265,5160000
Finland,1999,3.86,0.848,0.0217,5180000
Finland,2000,5.08,0.858,0.0228,5190000
Finland,2001,2.64,0.8640000000000001,0.0204,5200000
Finland,2002,1.6,0.867,0.0201,5210000
Finland,2003,1.84,0.87,0.0204,5230000
Finland,2004,3.8,0.8909999999999999,0.0193,5240000
Finland,2005,3.12,0.895,0.0173,5260000
Finland,2006,4.42,0.899,0.0152,5280000
Finland,2007,5.36,0.9009999999999999,0.0129,5300000
Finland,2008,0.29600000000000004,0.904,0.0098,5320000
Finland,2009,-8.54,0.899,0.0127,5340000
Finland,2010,3.31,0.903,0.016,5370000
Finland,2011,2.67,0.907,0.0134,5390000
Finland,2012,-1.15,0.9079999999999999,0.0134,5410000
Finland,2013,-1.54,0.9159999999999999,0.0141,5440000
France,1990,2.51,0.78,0.0199,56700000
France,1991,1.13,0.79,0.0201,56900000
France,1992,1.59,0.7979999999999999,0.023,57100000
France,1993,-1.25,0.804,0.0259,57400000
France,1994,1.95,0.818,0.0306,57600000
France,1995,2.13,0.825,0.0291,57800000
France,1996,0.998,0.83,0.0302,58000000
France,1997,2.14,0.8340000000000001,0.0313,58200000
France,1998,3.41,0.8390000000000001,0.03,58400000
France,1999,3.16,0.8440000000000001,0.0267,58700000
France,2000,3.94,0.8420000000000001,0.0242,59000000
France,2001,1.8,0.845,0.0199,59400000
France,2002,0.853,0.845,0.0186,59800000
France,2003,0.7040000000000001,0.848,0.0193,60300000
France,2004,2.27,0.852,0.0221,60700000
France,2005,1.13,0.86,0.0216,61100000
France,2006,2.38,0.865,0.0217,61500000
France,2007,2.24,0.867,0.0188,61900000
France,2008,-0.06,0.8690000000000001,0.0166,62200000
France,2009,-3.12,0.8690000000000001,0.0209,62500000
France,2010,1.73,0.872,0.0228,62900000
France,2011,1.72,0.8759999999999999,0.0226,63200000
France,2012,0.0508,0.878,0.0239,63600000
France,2013,0.33899999999999997,0.882,0.0255,63900000
Gambia,1990,4.44,0.32799999999999996,,956000
Gambia,1991,1.91,0.335,,993000
Gambia,1992,3.7,0.33899999999999997,,1030000
Gambia,1993,5.11,0.34299999999999997,,1060000
Gambia,1994,2.75,0.34600000000000003,,1090000
Gambia,1995,-4.35,0.35,,1130000
Gambia,1996,5.25,0.35600000000000004,,1160000
Gambia,1997,4.09,0.36200000000000004,,1200000
Gambia,1998,2.83,0.368,,1240000
Gambia,1999,5.84,0.376,,1280000
Gambia,2000,5.16,0.382,,1320000
Gambia,2001,5.5,0.389,,1360000
Gambia,2002,-3.33,0.392,,1400000
Gambia,2003,6.62,0.4,,1450000
Gambia,2004,7.14,0.409,,1500000
Gambia,2005,5.14,0.413,,1540000
Gambia,2006,1.12,0.418,,1590000
Gambia,2007,3.63,0.424,,1640000
Gambia,2008,5.74,0.431,,1690000
Gambia,2009,6.45,0.434,,1740000
Gambia,2010,6.53,0.43700000000000006,,1790000
Gambia,2011,-4.29,0.435,,1850000
Gambia,2012,5.25,0.441,0.0212,1910000
Gambia,2013,6.3,0.44799999999999995,,1960000
Georgia,1990,-14.7,,,5410000
Georgia,1991,-21.0,,,5370000
Georgia,1992,-44.8,,,5300000
Georgia,1993,-29.2,,,5210000
Georgia,1994,-10.3,,,5100000
Georgia,1995,2.72,,,4980000
Georgia,1996,11.3,,,4850000
Georgia,1997,10.5,,,4710000
Georgia,1998,3.05,,,4580000
Georgia,1999,2.79,,,4460000
Georgia,2000,1.74,0.669,,4360000
Georgia,2001,4.67,0.6729999999999999,,4300000
Georgia,2002,5.32,0.6779999999999999,,4260000
Georgia,2003,10.9,0.688,,4240000
Georgia,2004,5.78,0.695,,4230000
Georgia,2005,9.62,0.705,,4210000
Georgia,2006,6.58,0.7120000000000001,,4190000
Georgia,2007,11.8,0.7240000000000001,,4170000
Georgia,2008,2.1,0.723,,4140000
Georgia,2009,-4.29,0.727,,4120000
Georgia,2010,4.52,0.732,,4100000
Georgia,2011,5.82,0.738,,4080000
Georgia,2012,4.91,0.7490000000000001,,4060000
Georgia,2013,2.93,0.7559999999999999,,4050000
Germany,1990,-3.24,0.8009999999999999,,79100000
Germany,1991,5.26,0.809,,79500000
Germany,1992,2.25,0.8140000000000001,0.0169,80000000
Germany,1993,-0.6659999999999999,0.8240000000000001,0.0222,80400000
Germany,1994,3.02,0.8290000000000001,0.0268,80800000
Germany,1995,2.13,0.8340000000000001,0.0256,81100000
Germany,1996,1.03,0.8390000000000001,0.0273,81300000
Germany,1997,1.81,0.8440000000000001,0.0319,81400000
Germany,1998,1.84,0.853,0.0323,81400000
Germany,1999,1.94,0.861,0.0284,81400000
Germany,2000,3.08,0.8690000000000001,0.0253,81400000
Germany,2001,1.17,0.8759999999999999,0.0246,81500000
Germany,2002,-0.0272,0.883,0.0262,81500000
Germany,2003,-0.213,0.889,0.0322,81600000
Germany,2004,1.08,0.899,0.0348,81600000
Germany,2005,0.7979999999999999,0.9,0.0384,81600000
Germany,2006,4.01,0.91,0.0367,81500000
Germany,2007,3.49,0.914,0.0306,81300000
Germany,2008,0.9259999999999999,0.9159999999999999,0.0254,81100000
Germany,2009,-4.87,0.9159999999999999,0.0243,80900000
Germany,2010,4.04,0.92,0.0221,80800000
Germany,2011,2.89,0.925,0.0184,80900000
Germany,2012,0.44,0.927,0.0163,81000000
Germany,2013,-0.0344,0.927,0.0161,81200000
Ghana,1990,3.33,0.45399999999999996,,14800000
Ghana,1991,5.28,0.45899999999999996,,15200000
Ghana,1992,3.88,0.46299999999999997,,15700000
Ghana,1993,4.85,0.467,,16100000
Ghana,1994,3.27,0.469,,16600000
Ghana,1995,4.02,0.47200000000000003,,17000000
Ghana,1996,4.6,0.473,,17500000
Ghana,1997,4.2,0.475,,17900000
Ghana,1998,4.69,0.47600000000000003,,18400000
Ghana,1999,4.43,0.478,,18800000
Ghana,2000,4.21,0.483,,19300000
Ghana,2001,4.54,0.48200000000000004,,19800000
Ghana,2002,4.79,0.48700000000000004,,20200000
Ghana,2003,5.22,0.489,,20800000
Ghana,2004,5.35,0.49700000000000005,,21300000
Ghana,2005,6.2,0.508,,21800000
Ghana,2006,4.55,0.518,,22400000
Ghana,2007,6.46,0.529,,23000000
Ghana,2008,8.43,0.542,,23600000
Ghana,2009,4.66,0.547,,24200000
Ghana,2010,6.62,0.5539999999999999,,24800000
Ghana,2011,15.1,0.563,,25400000
Ghana,2012,7.67,0.57,,26000000
Ghana,2013,5.18,0.578,,26600000
Greece,1990,-0.154,0.753,,10200000
Greece,1991,2.9,0.763,,10300000
Greece,1992,1.14,0.764,0.0209,10400000
Greece,1993,-0.9329999999999999,0.762,0.0232,10500000
Greece,1994,2.76,0.7659999999999999,0.0251,10600000
Greece,1995,2.92,0.768,0.0254,10700000
Greece,1996,3.09,0.772,0.0282,10800000
Greece,1997,4.24,0.777,0.0284,10900000
Greece,1998,3.89,0.787,0.033,11000000
Greece,1999,3.94,0.789,0.0364,11000000
Greece,2000,4.87,0.7959999999999999,0.0343,11100000
Greece,2001,4.84,0.8059999999999999,0.0303,11100000
Greece,2002,4.24,0.818,0.0305,11200000
Greece,2003,5.34,0.825,0.0299,11200000
Greece,2004,4.82,0.835,0.0334,11200000
Greece,2005,4.13,0.845,0.0305,11200000
Greece,2006,5.63,0.851,0.0285,11200000
Greece,2007,3.64,0.8490000000000001,0.0242,11100000
Greece,2008,-1.49,0.857,0.0214,11000000
Greece,2009,-3.14,0.8590000000000001,0.0247,11000000
Greece,2010,-4.94,0.857,0.0349,10900000
Greece,2011,-7.11,0.853,0.0517,10800000
Greece,2012,-6.74,0.856,0.0784,10800000
Greece,2013,-3.1,0.858,0.095,10700000
Guatemala,1990,2.41,0.47700000000000004,,9260000
Guatemala,1991,3.03,0.484,,9480000
Guatemala,1992,4.24,0.489,,9710000
Guatemala,1993,3.35,0.495,,9940000
Guatemala,1994,3.45,0.5,,10200000
Guatemala,1995,4.37,0.507,,10400000
Guatemala,1996,2.41,0.515,,10600000
Guatemala,1997,3.56,0.523,,10900000
Guatemala,1998,4.62,0.531,,11100000
Guatemala,1999,3.42,0.539,,11400000
Guatemala,2000,3.33,0.546,,11700000
Guatemala,2001,2.19,0.5529999999999999,,11900000
Guatemala,2002,2.21,0.56,,12200000
Guatemala,2003,2.15,0.564,,12500000
Guatemala,2004,2.9,0.5670000000000001,0.000865,12800000
Guatemala,2005,3.34,0.5710000000000001,,13100000
Guatemala,2006,5.37,0.579,,13400000
Guatemala,2007,6.29,0.588,,13700000
Guatemala,2008,3.28,0.594,,14000000
Guatemala,2009,0.5379999999999999,0.597,,14300000
Guatemala,2010,2.95,0.602,0.00257,14600000
Guatemala,2011,4.21,0.607,0.00525,14900000
Guatemala,2012,3.04,0.613,0.0021899999999999997,15300000
Guatemala,2013,3.58,0.616,0.00216,15600000
Honduras,1990,-0.0459,0.508,,4960000
Honduras,1991,2.61,0.507,,5100000
Honduras,1992,5.58,0.513,,5240000
Honduras,1993,6.77,0.519,,5390000
Honduras,1994,-2.29,0.523,,5550000
Honduras,1995,3.2,0.529,,5710000
Honduras,1996,3.05,0.534,,5870000
Honduras,1997,4.43,0.54,,6050000
Honduras,1998,2.44,0.545,,6220000
Honduras,1999,-2.37,0.5479999999999999,,6400000
Honduras,2000,4.29,0.555,,6570000
Honduras,2001,2.08,0.5589999999999999,,6750000
Honduras,2002,2.25,0.564,,6930000
Honduras,2003,3.03,0.569,,7110000
Honduras,2004,4.61,0.575,,7280000
Honduras,2005,3.82,0.581,0.0031899999999999997,7460000
Honduras,2006,6.49,0.5870000000000001,0.0024100000000000002,7630000
Honduras,2007,6.11,0.595,0.0016300000000000002,7810000
Honduras,2008,4.16,0.591,0.00186,7980000
Honduras,2009,-2.5,0.593,0.0017399999999999998,8150000
Honduras,2010,3.67,0.598,0.0033,8320000
Honduras,2011,3.66,0.601,0.00619,8480000
Honduras,2012,3.84,0.6,0.00302,8640000
Honduras,2013,2.53,0.603,0.00108,8800000
Hungary,1990,-6.64,0.7040000000000001,,10400000
Hungary,1991,-12.0,0.7020000000000001,,10400000
Hungary,1992,-2.99,0.706,0.0199,10400000
Hungary,1993,-0.429,0.72,0.0289,10400000
Hungary,1994,3.05,0.733,0.0272,10400000
Hungary,1995,1.55,0.741,0.0286,10300000
Hungary,1996,1.37,0.746,0.0289,10300000
Hungary,1997,4.63,0.747,0.024,10300000
Hungary,1998,4.91,0.754,0.0244,10300000
Hungary,1999,4.22,0.7609999999999999,0.0195,10200000
Hungary,2000,5.3,0.769,0.0184,10200000
Hungary,2001,4.1,0.777,0.0155,10200000
Hungary,2002,4.38,0.784,0.0155,10200000
Hungary,2003,4.21,0.7929999999999999,0.0157,10100000
Hungary,2004,4.81,0.795,0.0161,10100000
Hungary,2005,4.19,0.802,0.0201,10100000
Hungary,2006,3.87,0.8109999999999999,0.0214,10100000
Hungary,2007,0.0185,0.8140000000000001,0.0213,10000000
Hungary,2008,0.746,0.818,0.0222,9990000
Hungary,2009,-6.75,0.823,0.0274,9960000
Hungary,2010,1.23,0.826,0.034,9930000
Hungary,2011,1.76,0.823,0.0319,9900000
Hungary,2012,-1.29,0.826,0.0325,9860000
Hungary,2013,1.49,0.835,0.0306,9830000
Iceland,1990,1.25,0.804,,255000
Iceland,1991,0.853,0.8170000000000001,0.0016600000000000002,258000
Iceland,1992,-3.58,0.82,0.00297,260000
Iceland,1993,0.508,0.821,0.00782,263000
Iceland,1994,4.63,0.826,0.00852,265000
Iceland,1995,0.5770000000000001,0.8290000000000001,0.00836,268000
Iceland,1996,5.63,0.8340000000000001,0.005379999999999999,270000
Iceland,1997,4.87,0.841,0.005,273000
